visit_id,visit_duration,Variation
107446590_29397725040_254521,0 days 00:04:12,Test
107457055_14540444760_25794,0 days 00:00:53,Test
107477768_37839328958_783322,0 days 00:03:44,Test
10748725_78351965784_819901,0 days 00:06:07,Control
107491241_30335965863_650052,0 days 00:01:29,Control
107498847_67594416067_869316,0 days 00:07:52,Control
10750371_16783231389_198484,0 days 00:08:22,Control
107510365_50187694165_794085,0 days 00:56:28,Test
107553382_82311671483_64579,0 days 00:00:00,Control
107556911_7964194388_96072,0 days 00:16:56,Test
107570996_6061083640_760687,0 days 00:02:07,Test
10757496_53384070887_548622,0 days 00:00:03,Control
10757566_74040962696_428304,0 days 00:03:12,Test
107585938_33022911569_746668,0 days 00:03:36,Test
1075870_23455566013_880328,0 days 00:05:29,Test
107601062_62932731109_515928,0 days 00:08:20,Test
107609865_47324646473_565861,0 days 00:07:16,Test
107629066_90159587156_918030,0 days 00:05:17,Test
107631330_22230037486_301416,0 days 00:16:22,Control
107641279_72757423441_432705,0 days 00:05:16,Control
107649144_20982544509_412904,0 days 00:00:00,Control
107667097_14492710514_779413,0 days 00:02:07,Control
107667252_13697712358_789394,0 days 00:00:00,Test
107670967_98557689633_256472,0 days 00:02:41,Control
107683949_79865283744_48158,0 days 00:06:35,Test
107693237_96368288508_746463,0 days 00:05:52,Control
107698779_43951260673_801523,0 days 00:32:40,Test
107725310_23422533180_657653,0 days 00:05:10,Test
107737080_63213007869_706529,0 days 00:03:40,Control
107745500_51184288287_394682,0 days 00:01:12,Control
107746643_24681818684_875549,0 days 00:18:04,Test
107752283_21558128430_578425,0 days 00:00:00,Test
10775349_62698260521_997049,0 days 00:03:35,Test
107761855_65378484307_236886,0 days 00:07:33,Test
107800737_87824524171_447246,0 days 00:04:52,Test
10781030_88249762808_198895,0 days 00:04:03,Control
107812476_47194111740_635808,0 days 00:06:39,Control
107819680_28577379079_882368,0 days 00:05:28,Test
107847401_7196325027_942569,0 days 00:02:32,Control
107849716_36425670871_483114,0 days 00:04:56,Test
107879944_62966384337_222412,0 days 00:05:08,Test
107887570_79926483891_235445,0 days 00:00:00,Control
107896371_21906879108_880611,0 days 00:03:17,Test
107897910_17884108306_474303,0 days 00:01:04,Test
107914021_23456028454_698003,0 days 00:02:16,Test
107922665_18392585668_172608,0 days 00:03:57,Test
107923930_51697880023_129433,0 days 00:06:57,Control
107939370_36328457454_3974,0 days 00:00:00,Test
107945468_79277378565_37459,0 days 00:10:16,Test
107975394_61350699882_375756,0 days 00:07:04,Control
10797640_29557170324_46572,0 days 00:02:24,Test
107979650_34224663479_846556,0 days 00:00:00,Control
10799126_20438771706_410909,0 days 00:12:18,Control
108004465_24063953746_623468,0 days 00:10:07,Test
10800599_86421211501_815670,0 days 00:01:57,Test
108007035_42230588940_891847,0 days 00:16:09,Control
108015320_52102130869_983370,0 days 00:00:57,Test
108038410_83015245261_805527,0 days 00:00:00,Test
108042096_17697087210_359841,0 days 00:00:59,Test
108088171_11964436695_942392,0 days 00:04:22,Control
108128640_13820221567_570627,0 days 00:03:08,Control
108132969_24758442202_975841,0 days 00:06:28,Control
108145760_13278359025_220508,0 days 00:01:04,Control
108152866_12655231835_411925,0 days 00:04:56,Control
108160928_74041165668_179601,0 days 00:05:52,Control
108161221_20877587927_239966,0 days 00:00:34,Control
108161488_96464153760_211971,0 days 00:00:00,Control
10817171_50453956454_434089,0 days 00:26:07,Control
108180097_86991752105_69853,0 days 00:02:45,Control
108185369_27453506388_542429,0 days 00:45:08,Control
1081884_88414139180_854167,0 days 00:05:22,Control
10819387_86190387051_69793,0 days 00:06:08,Control
108199947_15133807069_789216,0 days 00:03:16,Test
108207988_38370547354_997031,0 days 00:19:42,Control
108212678_59610135958_492294,0 days 00:00:25,Control
108214401_65824239803_226653,0 days 00:00:21,Control
108225602_70332431123_422605,0 days 00:03:14,Test
108228548_7807336072_380800,0 days 00:04:08,Control
10823683_86056158289_300788,0 days 00:06:40,Control
108237565_57237624831_283658,0 days 00:01:08,Control
108286673_85335884771_758576,0 days 00:07:37,Control
108290112_7588267913_738033,0 days 00:03:25,Test
108317882_43795086345_358336,0 days 00:04:57,Test
108322435_21452053415_198387,0 days 00:01:23,Test
108343432_22246836068_782936,0 days 00:00:06,Control
108379096_9586169228_197577,0 days 00:12:32,Test
108397336_2736148713_927029,0 days 00:00:00,Test
108397960_79834715554_939840,0 days 00:03:32,Control
108409314_541646620_822206,0 days 00:04:05,Test
108412521_60149060503_304593,0 days 00:02:12,Test
108464187_20560614557_778601,0 days 00:00:00,Test
108500988_79780198274_257975,0 days 00:00:09,Control
108512480_46946897712_664594,0 days 00:00:00,Test
108522111_2010274173_543895,0 days 00:01:13,Test
108554619_78952596421_643514,0 days 00:20:34,Control
108559394_74645813196_135071,0 days 00:02:00,Test
108562121_78928143061_303649,0 days 00:05:49,Test
108600939_51090488386_203369,0 days 00:05:43,Test
108602470_35414089006_811600,0 days 00:00:40,Control
108619459_23424029815_711943,0 days 00:03:18,Control
108622316_94547093641_110646,0 days 00:32:00,Test
108631730_52513210497_452167,0 days 00:12:05,Control
108632786_58840162832_280089,0 days 00:08:54,Control
108658190_30518284885_125648,0 days 00:01:02,Control
108665944_16860908550_234753,0 days 00:02:15,Test
108686729_34233509984_14487,0 days 00:14:14,Control
108690991_98901585957_570,0 days 00:04:00,Control
108711971_68302711062_363896,0 days 00:10:39,Test
10871633_1705641651_226934,0 days 00:04:44,Control
108719545_42143405876_705852,0 days 00:03:13,Control
108724957_602625119_908082,0 days 00:06:24,Test
108733913_69527591003_427656,0 days 00:00:06,Test
108744633_27495992537_16982,0 days 00:02:11,Control
108758371_27158293792_829603,0 days 00:01:21,Test
108758601_86992697619_659748,0 days 00:01:31,Test
108785195_36605645729_936668,0 days 00:06:18,Test
108808380_94764333350_175086,0 days 00:02:01,Control
108809747_47233632345_827356,0 days 00:01:24,Control
10881982_2291331778_727577,0 days 00:09:58,Test
108838828_80323001018_403472,0 days 00:01:23,Test
108841867_14231764245_756209,0 days 00:06:42,Test
108857769_19979452740_456587,0 days 00:01:43,Control
108860642_55131911366_926344,0 days 00:00:51,Control
108901971_73954126259_963518,0 days 00:00:00,Control
108905338_14872524601_905668,0 days 00:04:56,Control
108907799_62013523001_254981,0 days 00:01:36,Control
10891635_81043982891_216011,0 days 00:00:00,Test
108928315_10447608302_593541,0 days 00:00:00,Test
10893632_5786602531_586085,0 days 00:05:46,Control
108937428_94918779072_42035,0 days 00:15:54,Control
108945577_3113163814_542520,0 days 00:13:45,Test
108947270_355420661_88176,0 days 00:03:41,Control
108957383_41514350677_193670,0 days 00:01:19,Control
108979939_59698627739_569564,0 days 00:00:00,Test
108987942_49132825395_995738,0 days 00:25:07,Test
108988801_56065391636_731045,0 days 00:16:36,Test
10899307_53651903569_153334,0 days 00:01:04,Test
108996855_38859030787_343545,0 days 00:21:54,Test
109011250_15395719573_228235,0 days 00:04:15,Control
109011395_74315471043_951387,0 days 00:08:50,Control
109044768_71320897554_448227,0 days 00:03:18,Test
109045507_22208190684_100320,0 days 00:02:47,Test
10905033_12057981070_795497,0 days 00:01:12,Test
109075168_66140706174_6448,0 days 00:05:07,Test
109085780_40828468276_54804,0 days 00:00:11,Control
109086558_73015852974_776843,0 days 00:00:36,Control
109126522_89302360716_797418,0 days 00:08:00,Control
10913114_89829887986_987719,0 days 00:02:42,Test
109132633_20568558069_243264,0 days 00:01:51,Test
109140695_24859270597_694344,0 days 00:06:54,Control
109142891_62283288812_347203,0 days 00:00:04,Test
10914551_670293919_401186,0 days 00:00:00,Test
109147108_57675030865_731855,0 days 00:31:18,Test
109149267_97304861191_846073,0 days 00:09:00,Test
109154154_68812231163_309521,0 days 00:03:45,Control
109158104_44522218729_733275,0 days 00:00:04,Test
109161967_92334343334_989295,0 days 00:05:32,Test
109176308_53939750066_966814,0 days 00:00:00,Test
109178287_58305095407_449125,0 days 00:02:12,Test
109178915_88566590610_326604,0 days 00:01:39,Control
109182431_41521070099_847786,0 days 00:01:00,Test
109186171_45584680375_932546,0 days 00:05:46,Test
109198982_43752334884_942101,0 days 00:02:05,Test
109212970_24143620681_788923,0 days 00:30:40,Control
109254991_66090324429_451565,0 days 00:12:50,Control
10926345_74196462385_83740,0 days 00:08:21,Test
109266551_86824413138_988298,0 days 00:15:53,Control
10926725_6074807139_104341,0 days 00:00:00,Control
109267336_69193019766_252546,0 days 00:00:00,Control
109270825_70428791942_253169,0 days 00:04:34,Control
109293993_38928323562_726849,0 days 00:00:00,Control
109300922_49336450821_608747,0 days 00:02:54,Test
10931038_35247667592_268537,0 days 00:05:36,Test
109341543_93834603351_339892,0 days 00:03:24,Control
10934213_8358643379_64047,0 days 00:13:32,Control
10934223_25503046714_866571,0 days 00:00:00,Control
109348025_27992284703_535018,0 days 00:01:44,Control
109358718_53981352778_292788,0 days 00:11:41,Test
109394651_29166583508_164958,0 days 00:00:00,Control
109404133_85113517339_71852,0 days 00:06:11,Test
109408790_53353856283_307994,0 days 00:06:17,Test
109415641_80486479993_405317,0 days 00:01:53,Test
109447651_76530485141_835727,0 days 00:05:20,Control
10947703_78257751291_449167,0 days 00:07:00,Test
109478439_46834904677_537548,0 days 00:05:14,Control
109493456_82138770929_343649,0 days 00:02:16,Test
109493483_32835460568_770553,0 days 00:03:51,Control
109507912_53012357268_348474,0 days 00:01:58,Test
109559465_66925407084_586367,0 days 00:01:07,Control
109567635_56207438404_461006,0 days 00:02:52,Test
109573441_61601390265_656011,0 days 00:30:48,Control
109579261_81888204282_10602,0 days 00:01:57,Test
109595278_71747357428_178974,0 days 00:05:06,Test
10964011_55069630910_371359,0 days 00:12:09,Test
10964153_28792892240_920696,0 days 00:24:50,Control
109651140_84695412616_383037,0 days 00:00:00,Control
10966083_99436866876_908809,0 days 00:06:53,Test
109665755_73120491964_139265,0 days 00:01:39,Test
109666398_38721392376_849012,0 days 00:00:50,Control
109679814_72589617383_442999,0 days 00:00:38,Control
109682911_92162940125_670458,0 days 00:00:00,Control
109684822_65459654999_261283,0 days 00:13:22,Test
109687218_82550150466_786235,0 days 00:03:10,Control
109687265_46478528055_860131,0 days 00:26:37,Control
109691322_28183357156_328716,0 days 00:00:00,Control
109734567_71379805027_365364,0 days 00:01:23,Test
109741635_28678207652_501674,0 days 00:08:48,Test
109744793_10808628431_611719,0 days 00:17:17,Test
109761942_12933374425_368414,0 days 00:06:20,Test
109764237_63896704808_785462,0 days 00:00:00,Control
109799072_82557124764_701631,0 days 00:00:00,Test
109837329_52793605865_614394,0 days 00:12:56,Test
109837753_21589558825_892617,0 days 00:02:52,Control
109838496_73895792324_967993,0 days 00:07:14,Control
109850778_13269643517_672459,0 days 00:00:40,Control
109853243_54038366030_348387,0 days 00:02:36,Control
109872736_61597528379_139990,0 days 00:00:00,Test
109887260_69500309963_355398,0 days 00:03:35,Control
109893989_87082173241_73553,0 days 00:01:20,Test
109922323_3531132807_141846,0 days 00:07:47,Control
10996344_40677430719_269270,0 days 00:00:26,Test
109985769_23587300049_49862,0 days 00:01:49,Control
10998960_55259456402_183498,0 days 00:02:05,Test
110022120_18355031472_18481,0 days 00:00:00,Test
110024436_52678239326_911136,0 days 00:02:16,Control
110028919_87375981057_54923,0 days 00:15:09,Control
110047517_80323235854_28140,0 days 00:00:53,Test
110056739_69737810110_34067,0 days 00:00:00,Control
110071490_40007375385_998073,0 days 00:00:00,Control
110077423_47121627403_507093,0 days 00:02:14,Control
110081652_29232233419_776850,0 days 00:03:06,Test
110085038_47382843469_746761,0 days 00:06:17,Test
110089868_1127883847_284205,0 days 00:00:00,Control
11010472_15814590735_454467,0 days 00:01:19,Control
110129838_64257908965_483521,0 days 00:00:17,Test
110175989_34845230015_689750,0 days 00:00:25,Test
110185043_48979252318_88950,0 days 00:23:55,Test
110188436_84937351201_276106,0 days 00:25:06,Control
11020487_27606184_804936,0 days 00:01:15,Test
110208774_59197878914_70833,0 days 00:03:30,Control
110263675_72301719917_206361,0 days 00:33:43,Test
110282786_63380697757_292711,0 days 00:02:53,Control
110307202_34636181112_192510,0 days 00:06:04,Control
110328340_23474297650_588301,0 days 00:01:52,Test
110339211_4452462121_690293,0 days 00:08:11,Test
110357480_44657547325_549221,0 days 00:04:32,Control
110370392_24256998198_114037,0 days 00:12:22,Control
110376714_69987037593_737036,0 days 00:18:25,Test
11038168_65125134709_615698,0 days 00:03:19,Test
110387300_19185723666_54285,0 days 00:00:00,Control
110389027_36684653713_791010,0 days 00:07:13,Control
110389785_41987072969_79530,0 days 00:06:43,Control
11039402_67593207357_110439,0 days 00:05:23,Control
110396168_29164529346_22732,0 days 00:05:29,Control
110415280_47075196194_176215,0 days 00:18:01,Test
110432027_87493421469_986527,0 days 00:00:56,Control
110433685_50512830489_541081,0 days 00:01:45,Test
110436570_49678697501_334900,0 days 00:00:00,Control
110454357_32145786652_758657,0 days 00:00:00,Test
110477187_9291835195_280023,0 days 00:01:56,Control
11049489_90808735976_373672,0 days 00:03:34,Control
110501001_1387651944_765425,0 days 00:05:00,Test
110503428_41861954003_178066,0 days 00:10:53,Control
110506090_38117495495_681624,0 days 00:03:22,Test
110509290_65780675794_198329,0 days 00:00:15,Control
110527808_9998103430_864206,0 days 00:00:57,Test
110529988_53459954592_574647,0 days 00:04:11,Control
110534964_35163558321_524792,0 days 00:05:02,Control
11054834_9291749319_320607,0 days 00:11:35,Control
110553313_87266248862_873082,0 days 00:03:36,Test
110571039_46686284424_8595,0 days 00:00:44,Test
110587451_22786493399_116490,0 days 00:05:08,Test
110587872_41098554542_289145,0 days 00:03:14,Test
110602169_70496154144_443274,0 days 00:05:41,Control
110627488_22526312169_56361,0 days 00:02:00,Test
110642478_62348544050_355341,0 days 00:12:10,Test
110644352_58623709359_189784,0 days 00:06:16,Control
110646072_27896137315_651353,0 days 00:02:35,Test
1106544_29948470650_260584,0 days 00:00:11,Test
11065584_77780645005_776913,0 days 00:04:00,Control
110683017_83237322449_824704,0 days 00:01:47,Test
110691813_39215096557_183650,0 days 00:00:56,Test
11069325_63903712713_156734,0 days 00:17:26,Test
110697580_90775348822_953381,0 days 00:00:48,Test
110720215_97248493330_744168,0 days 00:01:52,Control
110720429_83928580709_482823,0 days 00:00:18,Control
110744639_88438488554_163285,0 days 00:12:08,Test
110757749_6186676709_455663,0 days 00:11:00,Test
110762952_76933669636_385911,0 days 00:02:46,Test
110766351_48443200737_752028,0 days 00:06:26,Control
110769229_2731562596_369038,0 days 00:04:21,Control
110784034_78365342748_450135,0 days 00:02:54,Test
110792069_77781403064_195117,0 days 00:06:42,Test
110803305_60486350265_542000,0 days 00:07:01,Control
110812049_21946570521_410833,0 days 00:02:01,Test
11081880_55901769447_75033,0 days 00:00:43,Test
110833117_58192301558_957264,0 days 00:03:41,Test
110839642_52276648687_947839,0 days 00:00:00,Test
110864663_19031284736_87399,0 days 00:00:05,Test
11086514_25869311779_867257,0 days 00:02:47,Control
110875030_53466245506_573660,0 days 00:10:21,Test
110899910_14242013946_84357,0 days 00:01:33,Control
110901963_58479131437_547867,0 days 00:05:53,Test
110904520_49198075199_843315,0 days 00:00:24,Test
110905291_98898758889_752043,0 days 00:00:00,Control
11090727_95300510488_327761,0 days 00:02:38,Control
110925583_24930667706_617581,0 days 00:05:40,Control
110927775_62147961797_589694,0 days 00:03:31,Control
110942338_45841834972_508416,0 days 00:07:46,Test
110979260_6724695508_22050,0 days 00:02:45,Control
110982041_11873823877_469150,0 days 00:04:58,Test
110985301_7175185421_212909,0 days 00:01:14,Test
111019180_13564920828_813922,0 days 00:08:45,Control
111024388_84807034669_44860,0 days 00:01:17,Control
111025945_12085696736_341912,0 days 00:03:07,Test
11102876_24833879204_800510,0 days 00:03:07,Control
111039632_61377100850_188833,0 days 00:06:52,Test
111041619_14934652450_91501,0 days 00:03:59,Control
111048163_40827585300_781698,0 days 00:00:00,Control
111048490_42020411436_523687,0 days 00:00:00,Control
111055176_28932574681_784747,0 days 00:05:44,Control
111093869_47614028816_160691,0 days 00:00:00,Control
